block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id0_time(us),aic_scalar_wait_id2_time(us),aic_scalar_wait_id6_time(us),aic_scalar_wait_id7_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id14_time(us),
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.558334,73005,19.407778,0.039689,4.040555,0.008263,102.553101,1.008333,0.002062,46.698513,0.055808,8.858334,0.018115,NA,NA,NA,NA,NA,NA,16.508888,1.215000,NA,NA,NA,NA,2.617222,0.700000,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.493889,72889,13.667222,0.027949,3.771667,0.007713,73.263931,0.771667,0.001578,41.092449,0.067997,7.590556,0.015523,NA,NA,NA,NA,NA,NA,16.426111,1.558333,NA,NA,NA,NA,8.080556,6.575000,
4,cube0,9833.381836,17700089,4.933333,0.010089,2.869444,0.005868,9686.677734,19.809156,4.130556,0.008447,8.080899,11.080556,0.022660,66.099739,0.061040,129.257782,0.264331,NA,NA,NA,NA,NA,NA,5.452222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.766111,2.808333,0.025556,0.028889,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.172222,83110,23.022778,0.047081,6.068889,0.012411,83.363571,1.370556,0.002803,51.056564,0.047314,10.246111,0.020953,NA,NA,NA,NA,NA,NA,9.022778,1.228333,NA,NA,NA,NA,10.633333,0.818333,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.547779,80186,16.092777,0.032910,4.214445,0.008618,80.049049,0.955000,0.001953,49.181637,0.064404,8.955000,0.018313,NA,NA,NA,NA,NA,NA,12.946111,1.956667,NA,NA,NA,NA,11.398334,5.946667,
5,cube0,9862.401367,17752322,5.105556,0.010441,2.886667,0.005903,9718.333008,19.873892,4.038333,0.008258,8.265439,12.158889,0.024865,60.237564,0.054559,131.818893,0.269568,NA,NA,NA,NA,NA,NA,2.931111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.820555,2.961667,0.026667,0.030000,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.516666,72930,19.401112,0.039675,5.167222,0.010567,80.192314,1.031111,0.002109,45.666920,0.056688,9.165556,0.018743,NA,NA,NA,NA,NA,NA,15.847777,2.795556,NA,NA,NA,NA,8.621111,0.789444,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.453335,72816,13.678333,0.027972,3.445000,0.007045,80.211075,0.758333,0.001551,41.814949,0.070344,8.499444,0.017381,NA,NA,NA,NA,NA,NA,13.702778,2.178889,NA,NA,NA,NA,9.587222,6.592222,
6,cube0,10001.022461,18001840,3.556667,0.007273,2.807778,0.005742,9857.530273,20.158548,4.347222,0.008890,7.678144,9.445556,0.019316,77.541435,0.042522,127.506111,0.260749,NA,NA,NA,NA,NA,NA,3.266111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.964445,3.113889,0.027778,0.032222,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.345554,83422,23.014444,0.047064,7.440556,0.015216,67.995491,1.462222,0.002990,47.855824,0.052648,10.556111,0.021587,NA,NA,NA,NA,NA,NA,9.881111,2.728333,NA,NA,NA,NA,3.768889,0.346111,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.643333,80358,16.083889,0.032891,5.633889,0.011521,59.880894,1.101667,0.002253,42.634003,0.061728,10.198334,0.020855,NA,NA,NA,NA,NA,NA,7.648334,2.143333,NA,NA,NA,NA,7.797222,5.973333,
7,cube0,10030.024414,18054043,3.532778,0.007224,2.911667,0.005954,9886.966797,20.218746,4.296667,0.008787,7.768487,10.873889,0.022237,67.356018,0.062004,130.667770,0.267214,NA,NA,NA,NA,NA,NA,5.300556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.507778,2.190556,0.020000,0.022222,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.463890,72835,19.392778,0.039658,6.816667,0.013940,60.787994,1.206667,0.002468,39.022930,0.051838,8.559444,0.017504,NA,NA,NA,NA,NA,NA,7.196111,2.641111,NA,NA,NA,NA,4.350555,0.950556,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.418335,72753,13.661111,0.027937,6.058889,0.012390,45.606899,0.742778,0.001519,42.690662,0.064022,8.663333,0.017716,NA,NA,NA,NA,NA,NA,7.840556,2.208889,NA,NA,NA,NA,8.097222,6.763889,
8,cube0,10012.292969,18022128,2.371111,0.004849,1.897222,0.003880,9874.133789,20.192501,4.296667,0.008787,7.657509,7.021111,0.014358,69.544731,0.052065,124.852776,0.255323,NA,NA,NA,NA,NA,NA,0.360556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.405001,2.334445,0.022222,0.025556,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.883335,84390,17.717222,0.036232,5.647778,0.011550,73.242302,1.656111,0.003387,42.253113,0.063468,9.060555,0.018529,NA,NA,NA,NA,NA,NA,13.512777,2.571667,NA,NA,NA,NA,7.685555,10.541111,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.095001,81171,12.546111,0.025657,5.185555,0.010604,53.195900,1.199444,0.002453,39.158512,0.079068,7.379445,0.015091,NA,NA,NA,NA,NA,NA,12.690000,2.336111,NA,NA,NA,NA,3.810555,14.195556,
9,cube0,9960.712891,17929285,2.360000,0.004826,1.930000,0.003947,9822.331055,20.086567,4.740556,0.009694,6.940487,7.227222,0.014780,67.561401,0.066313,124.810555,0.255236,NA,NA,NA,NA,NA,NA,1.215556,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.924444,2.726667,0.025556,0.028889,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.373333,72672,13.661111,0.027937,5.914444,0.012095,46.720726,1.135000,0.002321,41.486935,0.065261,7.302778,0.014934,NA,NA,NA,NA,NA,NA,9.651667,2.765000,NA,NA,NA,NA,5.327778,6.651111,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.328888,72592,9.840000,0.020123,6.151667,0.012580,29.958965,0.756111,0.001546,41.937847,0.080039,7.405556,0.015144,NA,NA,NA,NA,NA,NA,10.335556,2.301667,NA,NA,NA,NA,8.006111,11.730556,
10,cube0,9973.297852,17951936,2.504444,0.005122,1.982778,0.004055,9835.349609,20.113190,4.376111,0.008949,7.518494,7.176667,0.014676,68.037331,0.064431,124.642220,0.254892,NA,NA,NA,NA,NA,NA,0.684444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.963333,2.409444,0.022222,0.024444,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.390556,72703,13.661111,0.027937,5.294445,0.010827,52.191902,1.017222,0.002080,46.290447,0.064808,7.553889,0.015448,NA,NA,NA,NA,NA,NA,13.155000,2.607222,NA,NA,NA,NA,8.120556,6.836111,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.352779,72635,9.840000,0.020123,5.540000,0.011329,33.266708,0.750000,0.001534,42.279560,0.081274,8.305000,0.016984,NA,NA,NA,NA,NA,NA,12.212778,2.273889,NA,NA,NA,NA,7.561111,10.797778,
11,cube0,10000.215820,18000388,3.561667,0.007284,2.029444,0.004150,9860.995117,20.165634,4.682222,0.009575,7.026955,9.664444,0.019764,50.523472,0.063032,127.494446,0.260725,NA,NA,NA,NA,NA,NA,1.864444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.076111,2.576111,0.024444,0.027778,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.021667,84639,17.717222,0.036232,7.020555,0.014357,58.920727,1.555000,0.003180,45.000549,0.062016,9.400556,0.019224,NA,NA,NA,NA,NA,NA,13.082778,2.476111,NA,NA,NA,NA,7.371666,6.740556,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.165554,81298,12.546111,0.025657,4.971111,0.010166,55.490669,1.066111,0.002180,44.055878,0.073562,9.728889,0.019895,NA,NA,NA,NA,NA,NA,13.014444,2.456111,NA,NA,NA,NA,7.625556,12.835556,
12,cube0,10035.484375,18063871,2.958333,0.006050,1.992222,0.004074,9895.714844,20.236635,4.595000,0.009397,7.160341,7.013889,0.014343,69.616341,0.056732,125.858330,0.257379,NA,NA,NA,NA,NA,NA,2.130000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.001112,2.711667,0.025556,0.028889,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.333332,72600,13.667222,0.027949,5.505556,0.011259,50.190601,1.072778,0.002194,43.893219,0.066745,7.679444,0.015704,NA,NA,NA,NA,NA,NA,12.242222,2.545556,NA,NA,NA,NA,7.046111,6.559444,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.327221,72589,9.846111,0.020135,4.489444,0.009181,41.051308,0.744444,0.001522,42.595081,0.079133,7.042778,0.014402,NA,NA,NA,NA,NA,NA,13.933888,2.613333,NA,NA,NA,NA,7.245555,9.797222,
13,cube0,10153.627930,18276530,3.305000,0.006759,2.011111,0.004113,10013.569336,20.477646,4.392778,0.008983,7.489968,9.505000,0.019438,51.370991,0.062810,127.222778,0.260169,NA,NA,NA,NA,NA,NA,3.689445,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.927221,2.965000,0.026667,0.030000,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.341110,72614,13.667222,0.027949,5.621111,0.011495,49.158813,1.342778,0.002746,35.067356,0.067666,7.785000,0.015920,NA,NA,NA,NA,NA,NA,13.699445,2.513889,NA,NA,NA,NA,5.621666,7.985000,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.326668,72588,9.846111,0.020135,4.103889,0.008392,44.908028,0.736111,0.001505,43.077290,0.081244,7.082778,0.014484,NA,NA,NA,NA,NA,NA,14.521111,2.118333,NA,NA,NA,NA,5.795000,12.971111,
14,cube0,9988.638672,17979550,3.822222,0.007816,1.992778,0.004075,9846.794922,20.136595,4.212778,0.008615,7.809993,8.811666,0.018020,55.413040,0.062903,126.717224,0.259135,NA,NA,NA,NA,NA,NA,3.037222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.908333,3.117222,0.028889,0.033333,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.808887,84256,17.719444,0.036236,5.357222,0.010955,77.214691,1.535556,0.003140,45.570381,0.061505,9.565556,0.019561,NA,NA,NA,NA,NA,NA,16.102777,2.537778,NA,NA,NA,NA,6.401111,5.987778,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.067780,81122,12.548333,0.025661,4.000000,0.008180,68.962570,1.118333,0.002287,41.998627,0.076822,9.584444,0.019600,NA,NA,NA,NA,NA,NA,15.542222,2.223333,NA,NA,NA,NA,4.661667,10.573334,
15,cube0,9919.969727,17855946,3.265556,0.006678,1.948333,0.003984,9779.916992,19.999830,4.301111,0.008796,7.649596,8.406111,0.017190,58.086468,0.055422,126.309448,0.258302,NA,NA,NA,NA,NA,NA,2.462778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.367777,2.557222,0.023333,0.025556,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.341667,72615,13.667222,0.027949,5.345556,0.010932,51.692875,1.067778,0.002184,44.098755,0.064294,8.288889,0.016951,NA,NA,NA,NA,NA,NA,17.341110,2.465000,NA,NA,NA,NA,4.852778,6.985000,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.327778,72590,9.846111,0.020135,3.681667,0.007529,50.058189,0.841667,0.001721,37.674858,0.079909,7.764444,0.015878,NA,NA,NA,NA,NA,NA,16.551111,1.851111,NA,NA,NA,NA,4.731111,13.630555,
16,cube0,9964.896484,17936814,3.413889,0.006981,1.950000,0.003988,9823.248047,20.088442,4.075000,0.008333,8.074053,8.697222,0.017786,56.142212,0.058314,126.611115,0.258918,NA,NA,NA,NA,NA,NA,4.267778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.091110,2.706667,0.024444,0.027778,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.283333,72510,13.676111,0.027968,5.219444,0.010674,52.941872,2.471111,0.005053,19.055262,0.064431,8.032778,0.016427,NA,NA,NA,NA,NA,NA,12.068334,2.687222,NA,NA,NA,NA,3.572778,10.415556,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.288887,72520,9.848333,0.020140,3.745000,0.007658,49.211632,0.687222,0.001405,46.141800,0.080836,7.268889,0.014865,NA,NA,NA,NA,NA,NA,12.428889,2.010000,NA,NA,NA,NA,4.997778,12.565000,
17,cube0,9979.879883,17963783,2.371111,0.004849,1.930000,0.003947,9841.082031,20.124912,3.936667,0.008050,8.357773,6.512778,0.013319,74.972809,0.057960,126.754448,0.259212,NA,NA,NA,NA,NA,NA,3.159444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.967777,2.878333,0.025556,0.028889,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.863335,84354,17.717222,0.036232,5.395000,0.011033,76.673996,1.649444,0.003373,42.423893,0.059957,9.785556,0.020011,NA,NA,NA,NA,NA,NA,8.259444,2.382222,NA,NA,NA,NA,4.221667,10.546111,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.079445,81143,12.540000,0.025644,5.481111,0.011209,50.327442,1.379444,0.002821,34.048820,0.076023,8.938334,0.018279,NA,NA,NA,NA,NA,NA,10.810000,1.792222,NA,NA,NA,NA,3.423333,13.266666,
18,cube0,10047.666016,18085798,2.436111,0.004982,1.988333,0.004066,9907.192383,20.260107,4.076667,0.008337,8.070751,5.927778,0.012122,82.371719,0.054657,124.233887,0.254057,NA,NA,NA,NA,NA,NA,3.589444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.883888,2.956111,0.027778,0.031111,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.283333,72510,13.661111,0.027937,5.506667,0.011261,50.180473,1.888333,0.003862,24.936100,0.065209,8.430555,0.017240,NA,NA,NA,NA,NA,NA,11.606112,2.118333,NA,NA,NA,NA,3.066667,5.492222,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.275555,72496,9.840000,0.020123,4.295000,0.008783,42.909794,0.645000,0.001319,49.162281,0.077692,7.583333,0.015508,NA,NA,NA,NA,NA,NA,18.834999,1.556667,NA,NA,NA,NA,2.627778,9.440556,
19,cube0,9994.428711,17989973,2.535000,0.005184,1.938889,0.003965,9852.212891,20.147676,4.027222,0.008236,8.169841,7.486111,0.015309,65.224953,0.059226,126.144447,0.257964,NA,NA,NA,NA,NA,NA,4.009444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.674999,3.119444,0.028889,0.032222,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.274445,72494,13.678333,0.027972,3.531667,0.007222,78.242699,1.423889,0.002912,33.069763,0.062291,8.380555,0.017138,NA,NA,NA,NA,NA,NA,19.043888,2.005000,NA,NA,NA,NA,2.301667,5.642778,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.281113,72506,9.846111,0.020135,3.669445,0.007504,50.224918,0.730000,0.001493,43.437901,0.083222,7.342222,0.015015,NA,NA,NA,NA,NA,NA,14.838889,1.643333,NA,NA,NA,NA,2.801111,14.473889,
